order_id,order_line,order_date,region,sales_channel,payment_method,customer_id,customer_segment,category,product,unit_price,quantity,discount_pct,unit_cost,shipping_fee,tax_rate,is_return,gross_sales,discount_amount,net_sales,cogs,gross_profit,tax_amount,total_revenue,profit_margin_pct
100016,1,2025-06-21,Alberta,Retail Store,PayPal,2529,Consumer,Home & Kitchen,Blender,101.88,1,0.0,57.07,9.99,0.05,0,101.88,0.0,101.88,57.07,44.81,5.09,116.96,0.4398
100016,2,2025-06-21,Alberta,Retail Store,PayPal,2529,Consumer,Electronics,Camera,931.47,1,0.0,573.44,0.0,0.05,1,931.47,0.0,931.47,573.44,358.03,46.57,978.04,0.3844
100017,1,2024-05-29,British Columbia,Web,Credit Card,1837,Consumer,Home & Kitchen,Vacuum Cleaner,150.86,2,0.0,112.1,4.99,0.05,0,301.72,0.0,301.72,224.2,77.52,15.09,321.8,0.2569
100018,1,2024-12-15,British Columbia,Mobile App,Debit Card,1268,Small Business,Electronics,Laptop,205.44,1,0.0,143.56,0.0,0.05,0,205.44,0.0,205.44,143.56,61.88,10.27,215.71,0.3012
100018,2,2024-12-15,British Columbia,Mobile App,Debit Card,1268,Small Business,Electronics,Headphones,259.18,1,0.0,145.57,14.99,0.05,0,259.18,0.0,259.18,145.57,113.61,12.96,287.13,0.4383
100019,1,2024-04-05,British Columbia,Retail Store,Debit Card,4956,Consumer,Sports & Outdoors,Camping Tent,793.68,1,0.05,444.1,4.99,0.05,0,793.68,39.68,754.0,444.1,309.9,37.7,796.69,0.411
100020,1,2024-03-26,Ontario,Web,Credit Card,2008,Consumer,Sports & Outdoors,Dumbbells,222.77,1,0.05,158.47,0.0,0.13,0,222.77,11.14,211.63,158.47,53.16,27.51,239.14,0.2512
100020,2,2024-03-26,Ontario,Web,Credit Card,2008,Consumer,Sports & Outdoors,Yoga Mat,784.98,1,0.15,570.94,0.0,0.13,0,784.98,117.75,667.23,570.94,96.29,86.74,753.97,0.1443
100020,3,2024-03-26,Ontario,Web,Credit Card,2008,Consumer,Home & Kitchen,Vacuum Cleaner,375.37,1,0.0,257.8,4.99,0.13,0,375.37,0.0,375.37,257.8,117.57,48.8,429.16,0.3132
100020,4,2024-03-26,Ontario,Web,Credit Card,2008,Consumer,Electronics,Smartwatch,1424.74,3,0.0,1011.84,9.99,0.13,0,4274.22,0.0,4274.22,3035.52,1238.7,555.65,4839.86,0.2898
100021,1,2025-06-28,Quebec,Mobile App,Gift Card,4906,Small Business,Home & Kitchen,Microwave,106.47,1,0.0,66.59,0.0,0.099,0,106.47,0.0,106.47,66.59,39.88,10.54,117.01,0.3746
100021,2,2025-06-28,Quebec,Mobile App,Gift Card,4906,Small Business,Home & Kitchen,Air Fryer,154.53,1,0.0,106.06,0.0,0.099,0,154.53,0.0,154.53,106.06,48.47,15.3,169.83,0.3137
100022,1,2024-07-14,British Columbia,Web,Gift Card,4447,Consumer,Fashion,Jacket,81.28,1,0.05,57.82,14.99,0.05,0,81.28,4.06,77.22,57.82,19.4,3.86,96.07,0.2512
100022,2,2024-07-14,British Columbia,Web,Gift Card,4447,Consumer,Sports & Outdoors,Bicycle Helmet,455.84,2,0.0,335.57,9.99,0.05,0,911.68,0.0,911.68,671.14,240.54,45.58,967.25,0.2638
100023,1,2025-06-08,Alberta,Web,Credit Card,4952,Consumer,Home & Kitchen,Vacuum Cleaner,148.42,3,0.0,81.95,14.99,0.05,0,445.26,0.0,445.26,245.85,199.41,22.26,482.51,0.4479
100023,2,2025-06-08,Alberta,Web,Credit Card,4952,Consumer,Electronics,Laptop,581.07,4,0.15,386.23,4.99,0.05,0,2324.28,348.64,1975.64,1544.92,430.72,98.78,2079.41,0.218
100024,1,2024-04-08,British Columbia,Mobile App,Credit Card,4636,Small Business,Electronics,Tablet,273.13,1,0.0,180.24,4.99,0.05,0,273.13,0.0,273.13,180.24,92.89,13.66,291.78,0.3401
100024,2,2024-04-08,British Columbia,Mobile App,Credit Card,4636,Small Business,Fashion,Sneakers,97.47,1,0.0,68.45,4.99,0.05,0,97.47,0.0,97.47,68.45,29.02,4.87,107.33,0.2977
100025,1,2025-06-02,Quebec,Web,Credit Card,3842,Consumer,Electronics,Laptop,264.53,5,0.0,165.1,9.99,0.099,0,1322.65,0.0,1322.65,825.5,497.15,130.94,1463.58,0.3759
100026,1,2024-08-04,British Columbia,Web,Debit Card,2810,Small Business,Beauty,Shampoo,80.97,3,0.0,52.51,0.0,0.05,0,242.91,0.0,242.91,157.53,85.38,12.15,255.06,0.3515
100026,2,2024-08-04,British Columbia,Web,Debit Card,2810,Small Business,Home & Kitchen,Coffee Maker,50.83,1,0.0,34.56,9.99,0.05,0,50.83,0.0,50.83,34.56,16.27,2.54,63.36,0.3201
100027,1,2024-07-08,Quebec,Mobile App,Credit Card,1928,Consumer,Fashion,Jacket,17.86,4,0.0,13.01,4.99,0.099,1,71.44,0.0,71.44,52.04,19.4,7.07,83.5,0.2716
100027,2,2024-07-08,Quebec,Mobile App,Credit Card,1928,Consumer,Home & Kitchen,Vacuum Cleaner,57.3,1,0.15,37.51,4.99,0.099,0,57.3,8.59,48.71,37.51,11.2,4.82,58.52,0.2299
100027,3,2024-07-08,Quebec,Mobile App,Credit Card,1928,Consumer,Home & Kitchen,Air Fryer,198.18,1,0.0,144.72,0.0,0.099,0,198.18,0.0,198.18,144.72,53.46,19.62,217.8,0.2698
100027,4,2024-07-08,Quebec,Mobile App,Credit Card,1928,Consumer,Beauty,Perfume,171.47,3,0.0,115.58,0.0,0.099,0,514.41,0.0,514.41,346.74,167.67,50.93,565.34,0.3259
100028,1,2024-03-30,Quebec,Web,Credit Card,1868,Enterprise,Sports & Outdoors,Bicycle Helmet,842.32,1,0.0,600.37,9.99,0.099,0,842.32,0.0,842.32,600.37,241.95,83.39,935.7,0.2872
100028,2,2024-03-30,Quebec,Web,Credit Card,1868,Enterprise,Fashion,Handbag,229.07,2,0.15,159.24,4.99,0.099,0,458.14,68.72,389.42,318.48,70.94,38.55,432.96,0.1822
100028,3,2024-03-30,Quebec,Web,Credit Card,1868,Enterprise,Fashion,Sneakers,234.19,3,0.0,130.04,4.99,0.099,0,702.57,0.0,702.57,390.12,312.45,69.55,777.11,0.4447
100028,4,2024-03-30,Quebec,Web,Credit Card,1868,Enterprise,Home & Kitchen,Air Fryer,395.29,1,0.0,247.52,14.99,0.099,0,395.29,0.0,395.29,247.52,147.77,39.13,449.41,0.3738
100029,1,2025-04-05,Ontario,Web,Credit Card,1404,Consumer,Beauty,Conditioner,147.82,5,0.2,97.72,9.99,0.13,0,739.1,147.82,591.28,488.6,102.68,76.87,678.14,0.1737
100029,2,2025-04-05,Ontario,Web,Credit Card,1404,Consumer,Electronics,Smartphone,1297.02,1,0.0,746.87,14.99,0.13,0,1297.02,0.0,1297.02,746.87,550.15,168.61,1480.62,0.4242
100029,3,2025-04-05,Ontario,Web,Credit Card,1404,Consumer,Electronics,Laptop,458.67,1,0.0,285.12,0.0,0.13,0,458.67,0.0,458.67,285.12,173.55,59.63,518.3,0.3784
100030,1,2025-03-13,Alberta,Mobile App,PayPal,2077,Small Business,Home & Kitchen,Coffee Maker,322.97,1,0.0,204.8,9.99,0.05,0,322.97,0.0,322.97,204.8,118.17,16.15,349.11,0.3659
100031,1,2024-03-15,Ontario,Web,Credit Card,3853,Consumer,Beauty,Moisturizer,103.43,1,0.05,68.21,4.99,0.13,0,103.43,5.17,98.26,68.21,30.05,12.77,116.02,0.3058
100031,2,2024-03-15,Ontario,Web,Credit Card,3853,Consumer,Fashion,Jacket,85.02,1,0.0,60.3,4.99,0.13,0,85.02,0.0,85.02,60.3,24.72,11.05,101.06,0.2908
100032,1,2025-05-22,Ontario,Web,Debit Card,2473,Consumer,Beauty,Conditioner,49.31,1,0.0,28.38,0.0,0.13,0,49.31,0.0,49.31,28.38,20.93,6.41,55.72,0.4245
100032,2,2025-05-22,Ontario,Web,Debit Card,2473,Consumer,Beauty,Shampoo,118.23,1,0.0,86.23,4.99,0.13,0,118.23,0.0,118.23,86.23,32.0,15.37,138.59,0.2707
100033,1,2024-03-01,Ontario,Web,Credit Card,1603,Consumer,Beauty,Moisturizer,102.38,1,0.0,74.62,0.0,0.13,0,102.38,0.0,102.38,74.62,27.76,13.31,115.69,0.2711
100034,1,2024-03-13,Ontario,Mobile App,Debit Card,2079,Small Business,Electronics,Camera,232.46,1,0.05,162.64,0.0,0.13,0,232.46,11.62,220.84,162.64,58.2,28.71,249.55,0.2635
100034,2,2024-03-13,Ontario,Mobile App,Debit Card,2079,Small Business,Beauty,Shampoo,71.72,1,0.0,44.74,4.99,0.13,0,71.72,0.0,71.72,44.74,26.98,9.32,86.03,0.3762
100034,3,2024-03-13,Ontario,Mobile App,Debit Card,2079,Small Business,Sports & Outdoors,Treadmill,58.47,1,0.05,42.63,4.99,0.13,0,58.47,2.92,55.55,42.63,12.92,7.22,67.76,0.2326
100035,1,2024-09-30,Quebec,Mobile App,Credit Card,2654,Consumer,Sports & Outdoors,Camping Tent,396.66,1,0.0,227.66,9.99,0.099,0,396.66,0.0,396.66,227.66,169.0,39.27,445.92,0.4261
100036,1,2025-01-28,Alberta,Mobile App,Credit Card,1110,Consumer,Home & Kitchen,Coffee Maker,247.02,1,0.0,152.53,9.99,0.05,0,247.02,0.0,247.02,152.53,94.49,12.35,269.36,0.3825
100036,2,2025-01-28,Alberta,Mobile App,Credit Card,1110,Consumer,Electronics,Camera,479.88,1,0.0,353.55,0.0,0.05,0,479.88,0.0,479.88,353.55,126.33,23.99,503.87,0.2633
100037,1,2025-05-17,Quebec,Retail Store,Credit Card,3397,Consumer,Sports & Outdoors,Bicycle Helmet,110.08,1,0.0,82.17,0.0,0.099,0,110.08,0.0,110.08,82.17,27.91,10.9,120.98,0.2535
100037,2,2025-05-17,Quebec,Retail Store,Credit Card,3397,Consumer,Home & Kitchen,Microwave,388.7,3,0.05,233.83,0.0,0.099,0,1166.1,58.3,1107.8,701.49,406.31,109.67,1217.47,0.3668
100037,3,2025-05-17,Quebec,Retail Store,Credit Card,3397,Consumer,Electronics,Camera,1404.66,1,0.0,851.22,9.99,0.099,0,1404.66,0.0,1404.66,851.22,553.44,139.06,1553.71,0.394
100038,1,2024-04-27,Alberta,Web,Debit Card,3187,Consumer,Sports & Outdoors,Bicycle Helmet,357.03,1,0.0,230.72,4.99,0.05,0,357.03,0.0,357.03,230.72,126.31,17.85,379.87,0.3538
100038,2,2024-04-27,Alberta,Web,Debit Card,3187,Consumer,Beauty,Serum,65.9,1,0.0,49.29,0.0,0.05,0,65.9,0.0,65.9,49.29,16.61,3.3,69.2,0.252
100039,1,2024-11-16,Ontario,Web,Credit Card,3958,Consumer,Home & Kitchen,Vacuum Cleaner,159.08,3,0.1,118.2,0.0,0.13,0,477.24,47.72,429.52,354.6,74.92,55.84,485.36,0.1744
100040,1,2024-05-16,Ontario,Web,Gift Card,4391,Consumer,Home & Kitchen,Microwave,81.72,2,0.0,47.62,0.0,0.13,0,163.44,0.0,163.44,95.24,68.2,21.25,184.69,0.4173
100040,2,2024-05-16,Ontario,Web,Gift Card,4391,Consumer,Beauty,Moisturizer,122.41,1,0.0,88.8,4.99,0.13,0,122.41,0.0,122.41,88.8,33.61,15.91,143.31,0.2746
100041,1,2024-10-21,Alberta,Retail Store,Debit Card,2888,Consumer,Beauty,Shampoo,47.94,3,0.0,31.58,14.99,0.05,0,143.82,0.0,143.82,94.74,49.08,7.19,166.0,0.3413
100042,1,2024-07-16,Nova Scotia,Mobile App,Credit Card,2471,Consumer,Fashion,T-Shirt,131.42,2,0.0,98.5,9.99,0.15,0,262.84,0.0,262.84,197.0,65.84,39.43,312.26,0.2505
100042,2,2024-07-16,Nova Scotia,Mobile App,Credit Card,2471,Consumer,Electronics,Tablet,1201.07,1,0.0,832.12,4.99,0.15,0,1201.07,0.0,1201.07,832.12,368.95,180.16,1386.22,0.3072
100042,3,2024-07-16,Nova Scotia,Mobile App,Credit Card,2471,Consumer,Sports & Outdoors,Dumbbells,136.96,1,0.0,87.85,4.99,0.15,0,136.96,0.0,136.96,87.85,49.11,20.54,162.49,0.3586
100043,1,2024-09-17,Quebec,Web,PayPal,4482,Consumer,Electronics,Laptop,882.68,1,0.0,517.53,14.99,0.099,0,882.68,0.0,882.68,517.53,365.15,87.39,985.06,0.4137
100043,2,2024-09-17,Quebec,Web,PayPal,4482,Consumer,Beauty,Moisturizer,76.95,1,0.15,44.68,4.99,0.099,0,76.95,11.54,65.41,44.68,20.73,6.48,76.88,0.3169
100044,1,2025-04-04,Ontario,Marketplace,PayPal,4876,Consumer,Electronics,Camera,927.99,1,0.0,647.08,14.99,0.13,0,927.99,0.0,927.99,647.08,280.91,120.64,1063.62,0.3027
100045,1,2025-02-10,Ontario,Web,Credit Card,3467,Consumer,Fashion,T-Shirt,219.43,1,0.0,138.2,0.0,0.13,0,219.43,0.0,219.43,138.2,81.23,28.53,247.96,0.3702
100045,2,2025-02-10,Ontario,Web,Credit Card,3467,Consumer,Beauty,Serum,146.09,1,0.0,91.98,4.99,0.13,0,146.09,0.0,146.09,91.98,54.11,18.99,170.07,0.3704
100045,3,2025-02-10,Ontario,Web,Credit Card,3467,Consumer,Home & Kitchen,Coffee Maker,158.15,1,0.05,101.29,0.0,0.13,0,158.15,7.91,150.24,101.29,48.95,19.53,169.77,0.3258
100046,1,2024-06-27,Ontario,Mobile App,Credit Card,4572,Small Business,Beauty,Serum,107.86,1,0.0,73.64,0.0,0.13,0,107.86,0.0,107.86,73.64,34.22,14.02,121.88,0.3173
100047,1,2024-05-27,Quebec,Web,BNPL,3608,Consumer,Sports & Outdoors,Bicycle Helmet,485.82,1,0.05,301.15,4.99,0.099,0,485.82,24.29,461.53,301.15,160.38,45.69,512.21,0.3475
100048,1,2025-04-21,Quebec,Mobile App,Credit Card,3637,Consumer,Beauty,Conditioner,99.93,1,0.0,70.26,0.0,0.099,0,99.93,0.0,99.93,70.26,29.67,9.89,109.82,0.2969
100049,1,2024-02-24,Nova Scotia,Web,Credit Card,2901,Consumer,Home & Kitchen,Microwave,392.2,2,0.1,247.71,4.99,0.15,0,784.4,78.44,705.96,495.42,210.54,105.89,816.84,0.2982
100049,2,2024-02-24,Nova Scotia,Web,Credit Card,2901,Consumer,Home & Kitchen,Vacuum Cleaner,102.56,1,0.0,63.37,4.99,0.15,0,102.56,0.0,102.56,63.37,39.19,15.38,122.93,0.3821
100050,1,2024-09-20,Ontario,Web,Debit Card,4191,Small Business,Fashion,Sneakers,236.94,1,0.0,145.67,0.0,0.13,0,236.94,0.0,236.94,145.67,91.27,30.8,267.74,0.3852
100050,2,2024-09-20,Ontario,Web,Debit Card,4191,Small Business,Fashion,Handbag,187.94,2,0.0,136.31,4.99,0.13,0,375.88,0.0,375.88,272.62,103.26,48.86,429.73,0.2747
100050,3,2024-09-20,Ontario,Web,Debit Card,4191,Small Business,Fashion,T-Shirt,229.0,1,0.0,163.74,4.99,0.13,0,229.0,0.0,229.0,163.74,65.26,29.77,263.76,0.285
100050,4,2024-09-20,Ontario,Web,Debit Card,4191,Small Business,Home & Kitchen,Air Fryer,337.34,1,0.05,210.01,9.99,0.13,0,337.34,16.87,320.47,210.01,110.46,41.66,372.12,0.3447
100051,1,2025-05-20,Alberta,Web,PayPal,3679,Enterprise,Electronics,Tablet,395.84,1,0.0,276.43,9.99,0.05,0,395.84,0.0,395.84,276.43,119.41,19.79,425.62,0.3017
100052,1,2024-07-19,Ontario,Retail Store,BNPL,1441,Small Business,Electronics,Smartwatch,1072.3,2,0.0,764.56,4.99,0.13,0,2144.6,0.0,2144.6,1529.12,615.48,278.8,2428.39,0.287
100052,2,2024-07-19,Ontario,Retail Store,BNPL,1441,Small Business,Beauty,Serum,77.7,1,0.05,44.39,0.0,0.13,0,77.7,3.88,73.82,44.39,29.43,9.6,83.42,0.3987
100053,1,2024-10-13,Manitoba,Mobile App,Debit Card,3040,Consumer,Beauty,Serum,152.15,1,0.05,96.53,4.99,0.05,0,152.15,7.61,144.54,96.53,48.01,7.23,156.76,0.3322
100053,2,2024-10-13,Manitoba,Mobile App,Debit Card,3040,Consumer,Electronics,Smartphone,398.9,1,0.05,224.84,9.99,0.05,0,398.9,19.94,378.96,224.84,154.12,18.95,407.9,0.4067
100054,1,2024-04-22,Alberta,Mobile App,Gift Card,1054,Consumer,Electronics,Laptop,1138.97,1,0.0,686.18,4.99,0.05,0,1138.97,0.0,1138.97,686.18,452.79,56.95,1200.91,0.3975
100054,2,2024-04-22,Alberta,Mobile App,Gift Card,1054,Consumer,Electronics,Smartphone,820.09,1,0.0,577.49,0.0,0.05,0,820.09,0.0,820.09,577.49,242.6,41.0,861.09,0.2958
100054,3,2024-04-22,Alberta,Mobile App,Gift Card,1054,Consumer,Sports & Outdoors,Treadmill,877.9,1,0.0,559.19,0.0,0.05,0,877.9,0.0,877.9,559.19,318.71,43.9,921.8,0.363
100055,1,2024-08-16,Ontario,Marketplace,Credit Card,3571,Consumer,Beauty,Serum,165.78,1,0.15,105.97,0.0,0.13,0,165.78,24.87,140.91,105.97,34.94,18.32,159.23,0.248
100056,1,2024-08-03,Alberta,Mobile App,PayPal,2508,Consumer,Sports & Outdoors,Camping Tent,310.86,1,0.0,232.38,14.99,0.05,0,310.86,0.0,310.86,232.38,78.48,15.54,341.39,0.2525
100056,2,2024-08-03,Alberta,Mobile App,PayPal,2508,Consumer,Home & Kitchen,Microwave,291.06,3,0.0,193.14,14.99,0.05,0,873.18,0.0,873.18,579.42,293.76,43.66,931.83,0.3364
100057,1,2025-06-02,Ontario,Marketplace,BNPL,1726,Small Business,Home & Kitchen,Microwave,50.31,1,0.0,34.16,9.99,0.13,0,50.31,0.0,50.31,34.16,16.15,6.54,66.84,0.321
100057,2,2025-06-02,Ontario,Marketplace,BNPL,1726,Small Business,Beauty,Conditioner,104.44,1,0.1,68.52,4.99,0.13,0,104.44,10.44,94.0,68.52,25.48,12.22,111.21,0.2711
100058,1,2024-02-08,Ontario,Mobile App,PayPal,1920,Consumer,Home & Kitchen,Coffee Maker,187.92,3,0.0,120.72,14.99,0.13,0,563.76,0.0,563.76,362.16,201.6,73.29,652.04,0.3576
100059,1,2024-05-20,Quebec,Marketplace,Credit Card,1813,Consumer,Fashion,Jeans,109.45,1,0.0,79.32,14.99,0.099,0,109.45,0.0,109.45,79.32,30.13,10.84,135.28,0.2753
100059,2,2024-05-20,Quebec,Marketplace,Credit Card,1813,Consumer,Electronics,Smartphone,713.99,1,0.05,426.79,0.0,0.099,0,713.99,35.7,678.29,426.79,251.5,67.15,745.44,0.3708
100060,1,2024-11-19,Alberta,Mobile App,Credit Card,3996,Enterprise,Fashion,Sneakers,105.32,1,0.0,77.94,9.99,0.05,0,105.32,0.0,105.32,77.94,27.38,5.27,120.58,0.26
100061,1,2025-03-15,Manitoba,Mobile App,PayPal,3273,Consumer,Fashion,Jacket,69.44,4,0.0,46.63,4.99,0.05,0,277.76,0.0,277.76,186.52,91.24,13.89,296.64,0.3285
100061,2,2025-03-15,Manitoba,Mobile App,PayPal,3273,Consumer,Fashion,T-Shirt,56.48,1,0.0,39.87,4.99,0.05,0,56.48,0.0,56.48,39.87,16.61,2.82,64.29,0.2941
100061,3,2025-03-15,Manitoba,Mobile App,PayPal,3273,Consumer,Electronics,Smartphone,1458.29,3,0.15,1092.23,0.0,0.05,0,4374.87,656.23,3718.64,3276.69,441.95,185.93,3904.57,0.1188
100061,4,2025-03-15,Manitoba,Mobile App,PayPal,3273,Consumer,Fashion,Sneakers,193.19,2,0.0,137.78,0.0,0.05,0,386.38,0.0,386.38,275.56,110.82,19.32,405.7,0.2868
100062,1,2024-03-29,British Columbia,Mobile App,Credit Card,2640,Consumer,Electronics,Laptop,793.51,1,0.1,442.05,0.0,0.05,0,793.51,79.35,714.16,442.05,272.11,35.71,749.87,0.381
100063,1,2025-01-29,Ontario,Web,Credit Card,3375,Consumer,Home & Kitchen,Air Fryer,227.06,4,0.0,165.5,14.99,0.13,0,908.24,0.0,908.24,662.0,246.24,118.07,1041.3,0.2711
100064,1,2024-10-27,Quebec,Mobile App,PayPal,2591,Consumer,Beauty,Conditioner,156.69,2,0.0,113.39,0.0,0.099,0,313.38,0.0,313.38,226.78,86.6,31.02,344.4,0.2763
100065,1,2024-12-28,Ontario,Marketplace,Credit Card,4738,Small Business,Home & Kitchen,Coffee Maker,355.92,3,0.0,254.54,0.0,0.13,0,1067.76,0.0,1067.76,763.62,304.14,138.81,1206.57,0.2848
100066,1,2024-03-22,Alberta,Retail Store,Credit Card,1294,Consumer,Home & Kitchen,Vacuum Cleaner,150.78,1,0.0,94.29,0.0,0.05,0,150.78,0.0,150.78,94.29,56.49,7.54,158.32,0.3747
100067,1,2024-11-21,Ontario,Web,Credit Card,1993,Consumer,Fashion,Jeans,234.03,1,0.15,160.91,0.0,0.13,0,234.03,35.1,198.93,160.91,38.02,25.86,224.79,0.1911
100067,2,2024-11-21,Ontario,Web,Credit Card,1993,Consumer,Electronics,Headphones,1106.03,1,0.0,684.83,4.99,0.13,0,1106.03,0.0,1106.03,684.83,421.2,143.78,1254.8,0.3808
100068,1,2024-11-01,New Brunswick,Mobile App,Credit Card,1762,Consumer,Beauty,Moisturizer,12.23,1,0.0,7.92,9.99,0.15,0,12.23,0.0,12.23,7.92,4.31,1.83,24.05,0.3524
100068,2,2024-11-01,New Brunswick,Mobile App,Credit Card,1762,Consumer,Electronics,Camera,751.97,1,0.2,477.68,4.99,0.15,0,751.97,150.39,601.58,477.68,123.9,90.24,696.81,0.206
